Fold_ID,Seed,Iteration,Train_Fitness,Val_Fitness,Trace_Metric,Scout_Triggers
0,131,1,0.5519869071246675,0.5714533736737373,MCC,0
0,131,2,0.5519869071246675,0.5714533736737373,MCC,0
0,131,3,0.5578768514105579,0.6506493575252608,MCC,0
0,131,4,0.5710094682653537,0.6584514504920518,MCC,0
0,131,5,0.6074590052440612,0.7387888284229001,MCC,0
0,131,6,0.6074590052440612,0.7387888284229001,MCC,3
0,131,7,0.6074590052440612,0.7387888284229001,MCC,1
0,131,8,0.6074590052440612,0.7387888284229001,MCC,3
0,131,9,0.6074590052440612,0.7387888284229001,MCC,3
0,131,10,0.6074590052440612,0.7387888284229001,MCC,3
0,131,11,0.6074590052440612,0.7387888284229001,MCC,2
0,131,12,0.6074590052440612,0.7387888284229001,MCC,0
0,131,13,0.6074590052440612,0.7387888284229001,MCC,0
0,131,14,0.6074590052440612,0.7387888284229001,MCC,0
0,131,15,0.6074590052440612,0.7387888284229001,MCC,1
0,131,16,0.6074590052440612,0.7387888284229001,MCC,1
0,131,17,0.6074590052440612,0.7387888284229001,MCC,2
0,131,18,0.6074590052440612,0.7387888284229001,MCC,1
0,131,19,0.6074590052440612,0.7387888284229001,MCC,1
0,131,20,0.6074590052440612,0.7387888284229001,MCC,5
0,131,21,0.6074590052440612,0.7387888284229001,MCC,1
0,131,22,0.6074590052440612,0.7387888284229001,MCC,0
0,131,23,0.6074590052440612,0.7387888284229001,MCC,0
0,131,24,0.6074590052440612,0.7387888284229001,MCC,2
0,131,25,0.6074590052440612,0.7387888284229001,MCC,1
0,131,26,0.6074590052440612,0.7387888284229001,MCC,0
0,131,27,0.6109269731484277,0.647150228929434,MCC,2
0,131,28,0.6109269731484277,0.647150228929434,MCC,1
0,131,29,0.6109269731484277,0.647150228929434,MCC,4
0,131,30,0.6109269731484277,0.647150228929434,MCC,2
0,131,31,0.6109269731484277,0.647150228929434,MCC,2
0,131,32,0.6109269731484277,0.647150228929434,MCC,2
0,131,33,0.6109269731484277,0.647150228929434,MCC,1
0,131,34,0.6109269731484277,0.647150228929434,MCC,2
0,131,35,0.6109269731484277,0.647150228929434,MCC,2
