Solution_Size,Trial_Limit,Max_Iteration,Employed_Algo3,Onlooker_Algo3,Fold_ID,Seed,Iteration,Train_Fitness,Val_Fitness,Trace_Metric,Scout_Triggers
20,20,250,True,False,0,131,1,0.5409998576908901,0.6089709977191586,MCC,0
20,20,250,True,False,0,131,2,0.5525808780451265,0.6506493575252608,MCC,0
20,20,250,True,False,0,131,3,0.5582564625399757,0.6141374725294291,MCC,0
20,20,250,True,False,0,131,4,0.5582564625399757,0.6141374725294291,MCC,0
20,20,250,True,False,0,131,5,0.5582564625399757,0.6141374725294291,MCC,0
20,20,250,True,False,0,131,6,0.5690358082733267,0.5344402432698847,MCC,0
20,20,250,True,False,0,131,7,0.5846215726448882,0.5344402432698847,MCC,0
20,20,250,True,False,0,131,8,0.5846215726448882,0.5344402432698847,MCC,0
20,20,250,True,False,0,131,9,0.5846215726448882,0.5344402432698847,MCC,0
20,20,250,True,False,0,131,10,0.5865417280539662,0.5344402432698847,MCC,1
20,20,250,True,False,0,131,11,0.5865417280539662,0.5344402432698847,MCC,0
20,20,250,True,False,0,131,12,0.5865417280539662,0.5344402432698847,MCC,1
20,20,250,True,False,0,131,13,0.5865417280539662,0.5344402432698847,MCC,2
20,20,250,True,False,0,131,14,0.605850680864708,0.5685677011308599,MCC,0
20,20,250,True,False,0,131,15,0.6246084765765829,0.647150228929434,MCC,0
20,20,250,True,False,0,131,16,0.6246084765765829,0.647150228929434,MCC,3
20,20,250,True,False,0,131,17,0.6246084765765829,0.647150228929434,MCC,0
20,20,250,True,False,0,131,18,0.6246084765765829,0.647150228929434,MCC,1
20,20,250,True,False,0,131,19,0.6344612763616646,0.6089709977191586,MCC,0
20,20,250,True,False,0,131,20,0.6344612763616646,0.6089709977191586,MCC,1
20,20,250,True,False,0,131,21,0.6344612763616646,0.6089709977191586,MCC,1
20,20,250,True,False,0,131,22,0.6344612763616646,0.6089709977191586,MCC,0
20,20,250,True,False,0,131,23,0.6344612763616646,0.6089709977191586,MCC,0
20,20,250,True,False,0,131,24,0.6344612763616646,0.6089709977191586,MCC,3
20,20,250,True,False,0,131,25,0.6344612763616646,0.6089709977191586,MCC,3
